index,val_geracao,id_subsistema,nom_subsistema,id_estado,cod_modalidadeoperacao,id_ons,nom_tipousina
2020-01-01,116387.442,S,SUL,PR,TIPO I,PRGJR,HIDROELÉTRICA
2020-01-02,163275.41,S,SUL,PR,TIPO I,PRUHSS,HIDROELÉTRICA
2020-01-03,147938.013,S,SUL,PR,TIPO I,PRSCL,HIDROELÉTRICA
2020-01-04,138267.427,S,SUL,PR,TIPO I,PRSCL,HIDROELÉTRICA
2020-01-05,116522.452,S,SUL,PR,TIPO I,PRGNB,HIDROELÉTRICA
2020-01-06,169239.38,S,SUL,PR,TIPO I,PRSCL,HIDROELÉTRICA
2020-01-07,186963.277,S,SUL,PR,TIPO I,PRGBM,HIDROELÉTRICA
2020-01-08,185560.934,S,SUL,PR,TIPO III,PRULUD,HIDROELÉTRICA
2020-01-09,189310.242,S,SUL,PR,TIPO I,PRSCL,HIDROELÉTRICA
2020-01-10,211500.088,S,SUL,PR,TIPO I,PRSCL,HIDROELÉTRICA
2020-01-11,176054.463,S,SUL,PR,TIPO I,PRFND,HIDROELÉTRICA
2020-01-12,141570.225,S,SUL,PR,TIPO I,PRGBM,HIDROELÉTRICA
2020-01-13,197536.205,S,SUL,PR,TIPO I,PRGJC,HIDROELÉTRICA
2020-01-14,201167.848,S,SUL,PR,TIPO III,PRULUD,HIDROELÉTRICA
2020-01-15,206861.568,S,SUL,PR,TIPO I,PRGPSU,HIDROELÉTRICA
2020-01-16,206929.585,S,SUL,PR,TIPO I,PRUHSO,HIDROELÉTRICA
2020-01-17,169968.272,S,SUL,PR,TIPO I,PRUHSO,HIDROELÉTRICA
2020-01-18,125572.48,S,SUL,PR,TIPO I,PRFND,HIDROELÉTRICA
2020-01-19,110261.675,S,SUL,PR,TIPO I,PRUHSS,HIDROELÉTRICA
2020-01-20,188805.751,S,SUL,PR,TIPO I,PRGBM,HIDROELÉTRICA
2020-01-21,198323.25,S,SUL,PR,TIPO I,PRGNB,HIDROELÉTRICA
2020-01-22,170616.245,S,SUL,PR,TIPO I,PRGJC,HIDROELÉTRICA
2020-01-23,148983.691,S,SUL,PR,TIPO I,PRUHBI,HIDROELÉTRICA
2020-01-24,160150.218,S,SUL,PR,TIPO I,PRGNB,HIDROELÉTRICA
2020-01-25,111973.208,S,SUL,PR,TIPO I,PRGJC,HIDROELÉTRICA
2020-01-26,107598.328,S,SUL,PR,TIPO III,PRUTBG,HIDROELÉTRICA
2020-01-27,185397.518,S,SUL,PR,Pequenas Usinas (Tipo III),PQU_PHCOP,HIDROELÉTRICA
2020-01-28,172949.166,S,SUL,PR,TIPO I,PRUHBI,HIDROELÉTRICA
2020-01-29,181651.148,S,SUL,PR,TIPO III,PRULUD,HIDROELÉTRICA
2020-01-30,165772.451,S,SUL,PR,TIPO I,PRSCL,HIDROELÉTRICA
2020-01-31,149347.624,S,SUL,PR,TIPO I,PRGPSU,HIDROELÉTRICA
2020-02-01,110699.404,S,SUL,PR,TIPO III,PRUTBG,HIDROELÉTRICA
2020-02-02,99691.767,S,SUL,PR,TIPO I,PRGJC,HIDROELÉTRICA
2020-02-03,165963.555,S,SUL,PR,TIPO I,PRSCL,HIDROELÉTRICA
2020-02-04,160497.066,S,SUL,PR,TIPO I,PRUHSO,HIDROELÉTRICA
2020-02-05,152803.256,S,SUL,PR,TIPO III,PRULUD,HIDROELÉTRICA
2020-02-06,156845.342,S,SUL,PR,TIPO I,PRGNB,HIDROELÉTRICA
2020-02-07,152618.56,S,SUL,PR,TIPO I,PRSCL,HIDROELÉTRICA
2020-02-08,107349.412,S,SUL,PR,TIPO I,PRUHSS,HIDROELÉTRICA
2020-02-09,104828.371,S,SUL,PR,TIPO I,PRGJR,HIDROELÉTRICA
2020-02-10,132941.758,S,SUL,PR,TIPO I,PRFND,HIDROELÉTRICA
2020-02-11,116350.108,S,SUL,PR,TIPO III,PRULUD,HIDROELÉTRICA
2020-02-12,121511.589,S,SUL,PR,TIPO I,PRUHBI,HIDROELÉTRICA
2020-02-13,131994.124,S,SUL,PR,TIPO I,PRGJC,HIDROELÉTRICA
2020-02-14,135501.269,S,SUL,PR,TIPO III,PRUTBG,HIDROELÉTRICA
2020-02-15,104762.636,S,SUL,PR,TIPO I,PRUHSO,HIDROELÉTRICA
2020-02-16,96046.534,S,SUL,PR,TIPO I,PRGJC,HIDROELÉTRICA
2020-02-17,156877.799,S,SUL,PR,TIPO I,PRGJR,HIDROELÉTRICA
2020-02-18,166839.128,S,SUL,PR,TIPO I,PRGJR,HIDROELÉTRICA
2020-02-19,154790.014,S,SUL,PR,TIPO I,PRGNB,HIDROELÉTRICA
2020-02-20,146010.801,S,SUL,PR,TIPO I,PRUHBI,HIDROELÉTRICA
2020-02-21,126846.875,S,SUL,PR,TIPO I,PRUHBI,HIDROELÉTRICA
2020-02-22,90456.375,S,SUL,PR,TIPO I,PRSCL,HIDROELÉTRICA
2020-02-23,80453.713,S,SUL,PR,TIPO I,PRUHSO,HIDROELÉTRICA
2020-02-24,100248.003,S,SUL,PR,TIPO I,PRGPSU,HIDROELÉTRICA
2020-02-25,103331.934,S,SUL,PR,TIPO I,PRGPSU,HIDROELÉTRICA
2020-02-26,111572.611,S,SUL,PR,TIPO III,PRULUD,HIDROELÉTRICA
2020-02-27,102992.78,S,SUL,PR,TIPO III,PRUTBG,HIDROELÉTRICA
2020-02-28,109751.633,S,SUL,PR,TIPO I,PRGJR,HIDROELÉTRICA
2020-02-29,88920.297,S,SUL,PR,Pequenas Usinas (Tipo III),PQU_PHCOP,HIDROELÉTRICA
2020-03-01,91761.589,S,SUL,PR,TIPO I,PRUHSS,HIDROELÉTRICA
2020-03-02,114666.894,S,SUL,PR,TIPO III,PRUTBG,HIDROELÉTRICA
2020-03-03,116496.53,S,SUL,PR,TIPO I,PRGJC,HIDROELÉTRICA
2020-03-04,116714.183,S,SUL,PR,TIPO III,PRUTBG,HIDROELÉTRICA
2020-03-05,114738.847,S,SUL,PR,TIPO III,PRUTBG,HIDROELÉTRICA
2020-03-06,115369.379,S,SUL,PR,TIPO III,PRUTBG,HIDROELÉTRICA
2020-03-07,93094.267,S,SUL,PR,TIPO I,PRGJR,HIDROELÉTRICA
2020-03-08,85349.579,S,SUL,PR,TIPO I,PRSCL,HIDROELÉTRICA
2020-03-09,124079.664,S,SUL,PR,TIPO I,PRGJC,HIDROELÉTRICA
2020-03-10,133740.663,S,SUL,PR,TIPO I,PRSCL,HIDROELÉTRICA
2020-03-11,129516.45,S,SUL,PR,TIPO I,PRFND,HIDROELÉTRICA
2020-03-12,144667.317,S,SUL,PR,TIPO I,PRGJC,HIDROELÉTRICA
2020-03-13,144256.734,S,SUL,PR,TIPO I,PRGNB,HIDROELÉTRICA
2020-03-14,103503.015,S,SUL,PR,TIPO I,PRGJC,HIDROELÉTRICA
2020-03-15,84484.355,S,SUL,PR,TIPO I,PRGJC,HIDROELÉTRICA
2020-03-16,114180.64,S,SUL,PR,TIPO I,PRSCL,HIDROELÉTRICA
2020-03-17,117686.835,S,SUL,PR,TIPO III,PRULUD,HIDROELÉTRICA
2020-03-18,112230.593,S,SUL,PR,TIPO I,PRSCL,HIDROELÉTRICA
2020-03-19,98355.384,S,SUL,PR,TIPO I,PRUHBI,HIDROELÉTRICA
2020-03-20,83076.223,S,SUL,PR,Pequenas Usinas (Tipo III),PQU_PHCOP,HIDROELÉTRICA
2020-03-21,56857.282,S,SUL,PR,TIPO I,PRGJR,HIDROELÉTRICA
2020-03-22,66518.712,S,SUL,PR,Pequenas Usinas (Tipo III),PQU_PHCOP,HIDROELÉTRICA
2020-03-23,95806.588,S,SUL,PR,Pequenas Usinas (Tipo III),PQU_PHCOP,HIDROELÉTRICA
2020-03-24,101026.007,S,SUL,PR,TIPO I,PRUHSS,HIDROELÉTRICA
2020-03-25,86265.674,S,SUL,PR,TIPO I,PRUHSO,HIDROELÉTRICA
2020-03-26,83463.822,S,SUL,PR,TIPO I,PRUHSO,HIDROELÉTRICA
2020-03-27,100263.277,S,SUL,PR,TIPO III,PRULUD,HIDROELÉTRICA
2020-03-28,80409.835,S,SUL,PR,TIPO I,PRGPSU,HIDROELÉTRICA
2020-03-29,50042.247,S,SUL,PR,TIPO I,PRGJC,HIDROELÉTRICA
2020-03-30,66575.677,S,SUL,PR,Pequenas Usinas (Tipo III),PQU_PHCOP,HIDROELÉTRICA
2020-03-31,78963.364,S,SUL,PR,TIPO I,PRGJR,HIDROELÉTRICA
2020-04-01,73959.622,S,SUL,PR,TIPO I,PRGJC,HIDROELÉTRICA
2020-04-02,97337.706,S,SUL,PR,TIPO I,PRGJR,HIDROELÉTRICA
2020-04-03,95613.046,S,SUL,PR,TIPO I,PRGJR,HIDROELÉTRICA
2020-04-04,57279.014,S,SUL,PR,TIPO I,PRGNB,HIDROELÉTRICA
2020-04-05,50656.243,S,SUL,PR,TIPO III,PRUTBG,HIDROELÉTRICA
2020-04-06,75483.991,S,SUL,PR,TIPO I,PRSCL,HIDROELÉTRICA
2020-04-07,77583.806,S,SUL,PR,TIPO I,PRGPSU,HIDROELÉTRICA
2020-04-08,71373.411,S,SUL,PR,Pequenas Usinas (Tipo III),PQU_PHCOP,HIDROELÉTRICA
2020-04-09,62627.497,S,SUL,PR,TIPO I,PRGBM,HIDROELÉTRICA
2020-04-10,39452.981,S,SUL,PR,TIPO I,PRGNB,HIDROELÉTRICA
2020-04-11,42162.249,S,SUL,PR,Pequenas Usinas (Tipo III),PQU_PHCOP,HIDROELÉTRICA
2020-04-12,38733.435,S,SUL,PR,TIPO I,PRUHSS,HIDROELÉTRICA
2020-04-13,61402.626,S,SUL,PR,TIPO I,PRGJC,HIDROELÉTRICA
2020-04-14,77585.348,S,SUL,PR,TIPO I,PRUHSS,HIDROELÉTRICA
2020-04-15,91682.615,S,SUL,PR,TIPO I,PRUHSS,HIDROELÉTRICA
2020-04-16,73857.784,S,SUL,PR,TIPO I,PRFND,HIDROELÉTRICA
2020-04-17,57260.875,S,SUL,PR,TIPO I,PRGBM,HIDROELÉTRICA
2020-04-18,41333.895,S,SUL,PR,TIPO I,PRGPSU,HIDROELÉTRICA
2020-04-19,45738.182,S,SUL,PR,Pequenas Usinas (Tipo III),PQU_PHCOP,HIDROELÉTRICA
2020-04-20,54043.604,S,SUL,PR,TIPO I,PRGPSU,HIDROELÉTRICA
2020-04-21,48275.118,S,SUL,PR,Pequenas Usinas (Tipo III),PQU_PHCOP,HIDROELÉTRICA
2020-04-22,66058.05,S,SUL,PR,TIPO I,PRGBM,HIDROELÉTRICA
2020-04-23,67719.245,S,SUL,PR,TIPO I,PRGNB,HIDROELÉTRICA
2020-04-24,80764.056,S,SUL,PR,TIPO I,PRFND,HIDROELÉTRICA
2020-04-25,56436.426,S,SUL,PR,TIPO I,PRGNB,HIDROELÉTRICA
2020-04-26,59047.449,S,SUL,PR,TIPO I,PRGBM,HIDROELÉTRICA
2020-04-27,91755.695,S,SUL,PR,TIPO I,PRGPSU,HIDROELÉTRICA
2020-04-28,90438.032,S,SUL,PR,TIPO I,PRUHSO,HIDROELÉTRICA
2020-04-29,81851.806,S,SUL,PR,Pequenas Usinas (Tipo III),PQU_PHCOP,HIDROELÉTRICA
2020-04-30,84046.648,S,SUL,PR,TIPO I,PRFND,HIDROELÉTRICA
2020-05-01,47946.628,S,SUL,PR,TIPO I,PRUHSS,HIDROELÉTRICA
2020-05-02,56532.857,S,SUL,PR,TIPO I,PRUHSO,HIDROELÉTRICA
2020-05-03,42026.359,S,SUL,PR,TIPO I,PRGJC,HIDROELÉTRICA
2020-05-04,50612.017,S,SUL,PR,TIPO I,PRUHSS,HIDROELÉTRICA
2020-05-05,58164.222,S,SUL,PR,TIPO I,PRGPSU,HIDROELÉTRICA
2020-05-06,78290.153,S,SUL,PR,TIPO III,PRULUD,HIDROELÉTRICA
2020-05-07,56698.149,S,SUL,PR,Pequenas Usinas (Tipo III),PQU_PHCOP,HIDROELÉTRICA
2020-05-08,54994.638,S,SUL,PR,TIPO I,PRGPSU,HIDROELÉTRICA
2020-05-09,58146.902,S,SUL,PR,TIPO I,PRUHSO,HIDROELÉTRICA
2020-05-10,50691.326,S,SUL,PR,TIPO I,PRGPSU,HIDROELÉTRICA
2020-05-11,65642.92,S,SUL,PR,Pequenas Usinas (Tipo III),PQU_PHCOP,HIDROELÉTRICA
2020-05-12,58463.179,S,SUL,PR,TIPO I,PRGPSU,HIDROELÉTRICA
2020-05-13,64254.192,S,SUL,PR,TIPO I,PRUHSO,HIDROELÉTRICA
2020-05-14,62167.952,S,SUL,PR,TIPO I,PRGPSU,HIDROELÉTRICA
2020-05-15,49193.951,S,SUL,PR,TIPO I,PRGBM,HIDROELÉTRICA
2020-05-16,60921.44,S,SUL,PR,TIPO I,PRUHSO,HIDROELÉTRICA
2020-05-17,50701.288,S,SUL,PR,TIPO I,PRUHSS,HIDROELÉTRICA
2020-05-18,50277.992,S,SUL,PR,TIPO I,PRGJR,HIDROELÉTRICA
2020-05-19,74833.097,S,SUL,PR,TIPO I,PRFND,HIDROELÉTRICA
2020-05-20,74022.349,S,SUL,PR,TIPO I,PRUHSS,HIDROELÉTRICA
2020-05-21,69680.303,S,SUL,PR,TIPO I,PRGPSU,HIDROELÉTRICA
2020-05-22,69630.229,S,SUL,PR,TIPO I,PRGNB,HIDROELÉTRICA
2020-05-23,86923.384,S,SUL,PR,TIPO I,PRGBM,HIDROELÉTRICA
2020-05-24,78419.396,S,SUL,PR,TIPO I,PRUHBI,HIDROELÉTRICA
2020-05-25,96237.513,S,SUL,PR,Pequenas Usinas (Tipo III),PQU_PHCOP,HIDROELÉTRICA
2020-05-26,81786.38,S,SUL,PR,TIPO I,PRGBM,HIDROELÉTRICA
2020-05-27,53316.458,S,SUL,PR,TIPO I,PRGBM,HIDROELÉTRICA
2020-05-28,48931.572,S,SUL,PR,TIPO I,PRGNB,HIDROELÉTRICA
2020-05-29,41502.256,S,SUL,PR,TIPO I,PRUHBI,HIDROELÉTRICA
2020-05-30,40755.317,S,SUL,PR,TIPO I,PRUHSS,HIDROELÉTRICA
2020-05-31,62803.255,S,SUL,PR,TIPO I,PRGPSU,HIDROELÉTRICA
2020-06-01,65549.087,S,SUL,PR,TIPO I,PRUHSO,HIDROELÉTRICA
2020-06-02,56266.219,S,SUL,PR,TIPO I,PRGPSU,HIDROELÉTRICA
2020-06-03,50908.261,S,SUL,PR,Pequenas Usinas (Tipo III),PQU_PHCOP,HIDROELÉTRICA
2020-06-04,58722.747,S,SUL,PR,TIPO I,PRGBM,HIDROELÉTRICA
2020-06-05,83753.787,S,SUL,PR,TIPO I,PRUHSS,HIDROELÉTRICA
2020-06-06,59278.639,S,SUL,PR,Pequenas Usinas (Tipo III),PQU_PHCOP,HIDROELÉTRICA
2020-06-07,50667.246,S,SUL,PR,TIPO I,PRGJC,HIDROELÉTRICA
2020-06-08,63360.002,S,SUL,PR,TIPO I,PRGBM,HIDROELÉTRICA
2020-06-09,69163.469,S,SUL,PR,TIPO I,PRGJR,HIDROELÉTRICA
2020-06-10,98148.435,S,SUL,PR,TIPO I,PRUHSS,HIDROELÉTRICA
2020-06-11,144603.434,S,SUL,PR,TIPO I,PRGJC,HIDROELÉTRICA
2020-06-12,175691.644,S,SUL,PR,TIPO I,PRUHBI,HIDROELÉTRICA
2020-06-13,173825.08,S,SUL,PR,TIPO I,PRGBM,HIDROELÉTRICA
2020-06-14,110958.413,S,SUL,PR,TIPO I,PRUHBI,HIDROELÉTRICA
2020-06-15,156071.344,S,SUL,PR,Pequenas Usinas (Tipo III),PQU_PHCOP,HIDROELÉTRICA
2020-06-16,151232.207,S,SUL,PR,TIPO I,PRGJC,HIDROELÉTRICA
2020-06-17,158097.394,S,SUL,PR,TIPO I,PRGPSU,HIDROELÉTRICA
2020-06-18,165535.378,S,SUL,PR,TIPO I,PRUHSS,HIDROELÉTRICA
2020-06-19,145625.396,S,SUL,PR,TIPO I,PRGNB,HIDROELÉTRICA
2020-06-20,94685.458,S,SUL,PR,TIPO I,PRGJR,HIDROELÉTRICA
2020-06-21,83051.266,S,SUL,PR,TIPO I,PRFND,HIDROELÉTRICA
2020-06-22,91458.49,S,SUL,PR,Pequenas Usinas (Tipo III),PQU_PHCOP,HIDROELÉTRICA
2020-06-23,114762.038,S,SUL,PR,TIPO I,PRUHSO,HIDROELÉTRICA
2020-06-24,109621.36,S,SUL,PR,TIPO I,PRGPSU,HIDROELÉTRICA
2020-06-25,117123.112,S,SUL,PR,TIPO I,PRGBM,HIDROELÉTRICA
2020-06-26,105506.619,S,SUL,PR,TIPO I,PRUHSS,HIDROELÉTRICA
2020-06-27,69384.944,S,SUL,PR,TIPO I,PRGNB,HIDROELÉTRICA
2020-06-28,54312.971,S,SUL,PR,TIPO I,PRGBM,HIDROELÉTRICA
2020-06-29,104671.679,S,SUL,PR,TIPO I,PRGBM,HIDROELÉTRICA
2020-06-30,134204.867,S,SUL,PR,TIPO I,PRUHBI,HIDROELÉTRICA
2020-07-01,140439.34,S,SUL,PR,TIPO I,PRSCL,HIDROELÉTRICA
2020-07-02,147774.098,S,SUL,PR,TIPO I,PRUHBI,HIDROELÉTRICA
2020-07-03,147597.055,S,SUL,PR,TIPO I,PRGBM,HIDROELÉTRICA
2020-07-04,116248.007,S,SUL,PR,TIPO I,PRSCL,HIDROELÉTRICA
2020-07-05,106430.763,S,SUL,PR,Pequenas Usinas (Tipo III),PQU_PHCOP,HIDROELÉTRICA
2020-07-06,181422.558,S,SUL,PR,Pequenas Usinas (Tipo III),PQU_PHCOP,HIDROELÉTRICA
2020-07-07,232370.538,S,SUL,PR,TIPO III,PRULUD,HIDROELÉTRICA
2020-07-08,233778.654,S,SUL,PR,TIPO I,PRGPSU,HIDROELÉTRICA
2020-07-09,236558.676,S,SUL,PR,TIPO I,PRUHSS,HIDROELÉTRICA
2020-07-10,240717.229,S,SUL,PR,TIPO I,PRGPSU,HIDROELÉTRICA
2020-07-11,194431.256,S,SUL,PR,TIPO I,PRGJC,HIDROELÉTRICA
2020-07-12,157348.376,S,SUL,PR,TIPO I,PRGBM,HIDROELÉTRICA
2020-07-13,242537.759,S,SUL,PR,TIPO I,PRUHSO,HIDROELÉTRICA
2020-07-14,270187.192,S,SUL,PR,TIPO I,PRGBM,HIDROELÉTRICA
2020-07-15,266887.855,S,SUL,PR,TIPO I,PRGJR,HIDROELÉTRICA
2020-07-16,283370.596,S,SUL,PR,TIPO I,PRGPSU,HIDROELÉTRICA
2020-07-17,288280.5,S,SUL,PR,TIPO III,PRULUD,HIDROELÉTRICA
2020-07-18,234080.552,S,SUL,PR,TIPO I,PRUHBI,HIDROELÉTRICA
2020-07-19,161283.558,S,SUL,PR,TIPO I,PRGBM,HIDROELÉTRICA
2020-07-20,239764.242,S,SUL,PR,TIPO I,PRGJR,HIDROELÉTRICA
2020-07-21,287300.28,S,SUL,PR,TIPO I,PRGNB,HIDROELÉTRICA
2020-07-22,284901.17,S,SUL,PR,TIPO I,PRGJC,HIDROELÉTRICA
2020-07-23,285862.705,S,SUL,PR,TIPO I,PRGBM,HIDROELÉTRICA
2020-07-24,292423.146,S,SUL,PR,TIPO I,PRGJC,HIDROELÉTRICA
2020-07-25,262449.412,S,SUL,PR,TIPO I,PRSCL,HIDROELÉTRICA
2020-07-26,182763.449,S,SUL,PR,TIPO I,PRUHSO,HIDROELÉTRICA
2020-07-27,276177.313,S,SUL,PR,TIPO I,PRFND,HIDROELÉTRICA
2020-07-28,297052.566,S,SUL,PR,TIPO I,PRGJR,HIDROELÉTRICA
2020-07-29,283535.295,S,SUL,PR,TIPO I,PRFND,HIDROELÉTRICA
2020-07-30,286662.83,S,SUL,PR,Pequenas Usinas (Tipo III),PQU_PHCOP,HIDROELÉTRICA
2020-07-31,293979.496,S,SUL,PR,TIPO I,PRUHBI,HIDROELÉTRICA
2020-08-01,213233.711,S,SUL,PR,TIPO I,PRUHBI,HIDROELÉTRICA
2020-08-02,164817.79,S,SUL,PR,TIPO I,PRFND,HIDROELÉTRICA
2020-08-03,212607.284,S,SUL,PR,TIPO I,PRGJR,HIDROELÉTRICA
2020-08-04,226572.719,S,SUL,PR,Pequenas Usinas (Tipo III),PQU_PHCOP,HIDROELÉTRICA
2020-08-05,224070.02,S,SUL,PR,TIPO I,PRUHBI,HIDROELÉTRICA
2020-08-06,227026.269,S,SUL,PR,TIPO I,PRSCL,HIDROELÉTRICA
2020-08-07,224688.868,S,SUL,PR,TIPO I,PRGJR,HIDROELÉTRICA
2020-08-08,180042.318,S,SUL,PR,TIPO I,PRGJC,HIDROELÉTRICA
2020-08-09,136847.374,S,SUL,PR,TIPO I,PRGBM,HIDROELÉTRICA
2020-08-10,218822.822,S,SUL,PR,TIPO I,PRUHBI,HIDROELÉTRICA
2020-08-11,234154.963,S,SUL,PR,TIPO I,PRGPSU,HIDROELÉTRICA
2020-08-12,236434.983,S,SUL,PR,TIPO I,PRSCL,HIDROELÉTRICA
2020-08-13,238577.055,S,SUL,PR,TIPO I,PRFND,HIDROELÉTRICA
2020-08-14,264647.994,S,SUL,PR,Pequenas Usinas (Tipo III),PQU_PHCOP,HIDROELÉTRICA
2020-08-15,239571.303,S,SUL,PR,TIPO I,PRGJR,HIDROELÉTRICA
2020-08-16,242295.177,S,SUL,PR,TIPO I,PRUHBI,HIDROELÉTRICA
2020-08-17,290049.781,S,SUL,PR,TIPO I,PRUHBI,HIDROELÉTRICA
2020-08-18,312994.715,S,SUL,PR,TIPO I,PRGNB,HIDROELÉTRICA
2020-08-19,348733.092,S,SUL,PR,Pequenas Usinas (Tipo III),PQU_PHCOP,HIDROELÉTRICA
2020-08-20,329716.904,S,SUL,PR,TIPO I,PRUHSS,HIDROELÉTRICA
2020-08-21,312184.584,S,SUL,PR,TIPO I,PRUHSO,HIDROELÉTRICA
2020-08-22,279660.782,S,SUL,PR,TIPO I,PRFND,HIDROELÉTRICA
2020-08-23,191799.643,S,SUL,PR,TIPO I,PRGJC,HIDROELÉTRICA
2020-08-24,285481.136,S,SUL,PR,TIPO I,PRGNB,HIDROELÉTRICA
2020-08-25,318889.265,S,SUL,PR,TIPO I,PRGBM,HIDROELÉTRICA
2020-08-26,321191.099,S,SUL,PR,TIPO I,PRGNB,HIDROELÉTRICA
2020-08-27,295501.559,S,SUL,PR,TIPO I,PRUHBI,HIDROELÉTRICA
2020-08-28,286351.755,S,SUL,PR,TIPO I,PRGBM,HIDROELÉTRICA
2020-08-29,246742.507,S,SUL,PR,TIPO I,PRFND,HIDROELÉTRICA
2020-08-30,191044.74,S,SUL,PR,Pequenas Usinas (Tipo III),PQU_PHCOP,HIDROELÉTRICA
2020-08-31,266385.594,S,SUL,PR,Pequenas Usinas (Tipo III),PQU_PHCOP,HIDROELÉTRICA
2020-09-01,299401.636,S,SUL,PR,TIPO I,PRGNB,HIDROELÉTRICA
2020-09-02,298208.263,S,SUL,PR,TIPO I,PRGBM,HIDROELÉTRICA
2020-09-03,294188.095,S,SUL,PR,TIPO I,PRGBM,HIDROELÉTRICA
2020-09-04,282805.786,S,SUL,PR,TIPO I,PRUHSO,HIDROELÉTRICA
2020-09-05,235187.479,S,SUL,PR,TIPO I,PRGJR,HIDROELÉTRICA
2020-09-06,184621.363,S,SUL,PR,TIPO I,PRFND,HIDROELÉTRICA
2020-09-07,209601.099,S,SUL,PR,Pequenas Usinas (Tipo III),PQU_PHCOP,HIDROELÉTRICA
2020-09-08,275700.78,S,SUL,PR,TIPO I,PRGJR,HIDROELÉTRICA
2020-09-09,306354.56799999997,S,SUL,PR,TIPO I,PRUHSS,HIDROELÉTRICA
2020-09-10,302944.38,S,SUL,PR,Pequenas Usinas (Tipo III),PQU_PHCOP,HIDROELÉTRICA
2020-09-11,322918.339,S,SUL,PR,TIPO III,PRULUD,HIDROELÉTRICA
2020-09-12,273898.842,S,SUL,PR,TIPO I,PRUHSO,HIDROELÉTRICA
2020-09-13,240460.173,S,SUL,PR,TIPO I,PRFND,HIDROELÉTRICA
2020-09-14,303611.169,S,SUL,PR,TIPO I,PRGJR,HIDROELÉTRICA
2020-09-15,293873.049,S,SUL,PR,TIPO I,PRFND,HIDROELÉTRICA
2020-09-16,288045.923,S,SUL,PR,TIPO I,PRUHBI,HIDROELÉTRICA
2020-09-17,296801.378,S,SUL,PR,TIPO I,PRGBM,HIDROELÉTRICA
2020-09-18,297615.476,S,SUL,PR,Pequenas Usinas (Tipo III),PQU_PHCOP,HIDROELÉTRICA
2020-09-19,268313.656,S,SUL,PR,Pequenas Usinas (Tipo III),PQU_PHCOP,HIDROELÉTRICA
2020-09-20,208031.749,S,SUL,PR,TIPO I,PRGBM,HIDROELÉTRICA
2020-09-21,259413.262,S,SUL,PR,TIPO I,PRGBM,HIDROELÉTRICA
2020-09-22,263597.274,S,SUL,PR,TIPO I,PRSCL,HIDROELÉTRICA
2020-09-23,246488.07,S,SUL,PR,TIPO I,PRGPSU,HIDROELÉTRICA
2020-09-24,242474.772,S,SUL,PR,TIPO I,PRUHSS,HIDROELÉTRICA
2020-09-25,244649.325,S,SUL,PR,TIPO I,PRGJR,HIDROELÉTRICA
2020-09-26,224123.75,S,SUL,PR,TIPO I,PRGJR,HIDROELÉTRICA
2020-09-27,183033.582,S,SUL,PR,TIPO I,PRGBM,HIDROELÉTRICA
2020-09-28,272547.829,S,SUL,PR,TIPO I,PRUHSS,HIDROELÉTRICA
2020-09-29,276658.42,S,SUL,PR,TIPO I,PRUHBI,HIDROELÉTRICA
2020-09-30,279875.758,S,SUL,PR,Pequenas Usinas (Tipo III),PQU_PHCOP,HIDROELÉTRICA
2020-10-01,289910.335,S,SUL,PR,TIPO I,PRUHBI,HIDROELÉTRICA
2020-10-02,302685.916,S,SUL,PR,TIPO I,PRGNB,HIDROELÉTRICA
2020-10-03,241396.337,S,SUL,PR,Pequenas Usinas (Tipo III),PQU_PHCOP,HIDROELÉTRICA
2020-10-04,201740.679,S,SUL,PR,TIPO I,PRGNB,HIDROELÉTRICA
2020-10-05,258929.09,S,SUL,PR,TIPO I,PRUHBI,HIDROELÉTRICA
2020-10-06,271906.98,S,SUL,PR,TIPO I,PRGJR,HIDROELÉTRICA
2020-10-07,251813.664,S,SUL,PR,TIPO I,PRUHBI,HIDROELÉTRICA
2020-10-08,256972.529,S,SUL,PR,TIPO I,PRUHSS,HIDROELÉTRICA
2020-10-09,241225.872,S,SUL,PR,TIPO I,PRUHSS,HIDROELÉTRICA
2020-10-10,206491.868,S,SUL,PR,TIPO I,PRSCL,HIDROELÉTRICA
2020-10-11,136434.156,S,SUL,PR,TIPO I,PRGJC,HIDROELÉTRICA
2020-10-12,140049.238,S,SUL,PR,Pequenas Usinas (Tipo III),PQU_PHCOP,HIDROELÉTRICA
2020-10-13,229917.897,S,SUL,PR,TIPO I,PRGBM,HIDROELÉTRICA
2020-10-14,256090.158,S,SUL,PR,TIPO I,PRGPSU,HIDROELÉTRICA
2020-10-15,254696.641,S,SUL,PR,TIPO I,PRGPSU,HIDROELÉTRICA
2020-10-16,253152.482,S,SUL,PR,TIPO I,PRGJR,HIDROELÉTRICA
2020-10-17,163180.857,S,SUL,PR,TIPO I,PRGNB,HIDROELÉTRICA
2020-10-18,124841.723,S,SUL,PR,TIPO I,PRGBM,HIDROELÉTRICA
2020-10-19,203013.54,S,SUL,PR,TIPO I,PRGNB,HIDROELÉTRICA
2020-10-20,191914.518,S,SUL,PR,TIPO I,PRGNB,HIDROELÉTRICA
2020-10-21,196218.046,S,SUL,PR,TIPO III,PRULUD,HIDROELÉTRICA
2020-10-22,201088.576,S,SUL,PR,TIPO I,PRUHBI,HIDROELÉTRICA
2020-10-23,194045.201,S,SUL,PR,Pequenas Usinas (Tipo III),PQU_PHCOP,HIDROELÉTRICA
